time,elpsec,O2Hb_1,O2Hb_2,Comment,A kind of odor,Timing
16:20,490.38,2.83,4.92,,,
16:20,490.54,3.02,5.14,,,
16:20,490.71,2.87,5.01,,,
16:20,490.87,2.9,5.01,,,
16:20,491.04,3.1,5.22,,,
16:20,491.2,2.88,5.12,,,
16:20,491.37,3.11,5.24,,,
16:20,491.53,3.15,5.23,,,
16:20,491.7,3.03,5.08,,,
16:20,491.86,3.19,5.22,,,
16:20,492.03,3.11,5.1,,,
16:20,492.19,3.18,5.23,,,
16:20,492.36,3.26,5.35,,,
16:20,492.52,3.09,5.11,,,
16:20,492.69,3.18,5.24,,,
16:20,492.85,3.2,5.25,,,
16:20,493.02,3.04,5.19,,,
16:20,493.18,3.24,5.33,,,
16:20,493.35,3.16,5.35,,,
16:20,493.51,3.09,5.33,,,
16:20,493.68,3.32,5.53,,,
16:20,493.84,3.12,5.35,,,
16:20,494.01,3.21,5.45,,,
16:20,494.17,3.29,5.59,,,
16:20,494.34,3.14,5.43,,,
16:20,494.5,3.21,5.48,,,
16:20,494.67,3.15,5.21,,,
16:20,494.83,2.86,4.95,,,
16:20,495,3.02,5.09,,,
16:20,495.16,2.96,5.18,,,
16:20,495.33,2.73,5.01,,,
16:20,495.49,2.94,5.15,,,
16:20,495.66,2.97,5.2,,,
16:20,495.82,2.69,5.04,,,
16:20,495.99,2.91,5.17,,,
16:20,496.15,3.02,5.29,,,
16:20,496.32,2.78,5.14,,,
16:20,496.48,2.92,5.27,,,
16:20,496.65,3.02,5.37,,,
16:20,496.81,2.79,5.23,,,
16:20,496.98,2.9,5.36,,,
16:20,497.14,3.06,5.53,,,
16:20,497.31,2.89,5.42,,,
16:20,497.47,3.09,5.55,,,
16:20,497.64,3.15,5.63,,,
16:20,497.8,2.98,5.43,,,
16:20,497.97,3.14,5.51,,,
16:20,498.13,3.03,5.4,,,
16:20,498.3,2.86,5.15,,,
16:20,498.46,3.08,5.34,,,
16:20,498.63,2.96,5.26,,,
16:20,498.79,2.83,5.06,,,
16:20,498.96,3.03,5.22,,,
16:20,499.12,2.89,5.19,,,
16:20,499.29,2.8,5.11,,,
16:20,499.45,3.09,5.35,,,
16:20,499.62,2.9,5.2,,,
16:20,499.78,2.95,5.22,,,
16:20,499.95,3.11,5.38,,,
16:20,500.11,2.87,5.15,,,
16:20,500.28,2.93,5.17,,,
16:20,500.44,3.01,5.22,,,
16:20,500.61,2.77,5.02,,,
16:20,500.77,2.84,5.01,,,
16:20,500.94,3.01,5.01,,,
16:20,501.1,2.76,4.65,,,
16:20,501.27,2.86,4.64,,,
16:20,501.43,3.01,4.71,,,
16:20,501.6,2.76,4.4,,,
16:20,501.76,2.83,4.33,,,
16:20,501.93,3.02,4.31,,,
16:20,502.09,2.77,3.9,,,
16:20,502.26,2.68,3.96,,,
16:20,502.42,2.84,4.55,,,
16:20,502.59,2.73,4.68,,,
16:20,502.75,2.81,4.72,,,
16:20,502.92,3.03,4.96,,,
16:20,503.08,2.84,5.02,,,
16:20,503.25,3.1,5.28,,,
16:20,503.41,3.21,5.58,,,
16:20,503.58,2.96,5.39,,,
16:20,503.74,3.13,5.37,,,
16:20,503.91,3.11,5.49,,,
16:20,504.07,2.89,5.36,,,
16:20,504.24,3.07,5.48,,,
16:20,504.4,3.12,5.6,,,
16:20,504.57,2.83,5.37,,,
16:20,504.73,3,5.35,,,
16:20,504.9,2.98,5.28,,,
16:20,505.06,2.71,5.06,,,
16:20,505.23,2.87,5.06,,,
16:20,505.39,2.82,5.08,,,
16:20,505.56,2.71,4.89,,,
16:20,505.72,2.8,5.09,,,
16:20,505.89,2.71,5.01,,,
16:20,506.05,2.64,4.89,,,
16:20,506.22,2.74,5.08,,,
16:20,506.38,2.65,4.96,,,
16:20,506.55,2.64,4.91,,,
16:20,506.71,2.75,5.05,,,
16:20,506.88,2.59,4.91,,,
16:20,507.04,2.57,4.87,,,
16:20,507.21,2.69,5.02,,,
16:20,507.37,2.5,4.9,,,
16:20,507.54,2.62,4.94,,,
16:20,507.7,2.79,5.06,,,
16:20,507.87,2.71,4.91,,,
16:20,508.03,2.88,5.06,,,
16:20,508.2,2.97,5.07,,,
16:20,508.36,2.82,4.86,,,
16:20,508.53,3.04,5.14,,,
16:20,508.69,3.03,5.09,,,
16:20,508.86,2.89,5.04,,,
16:20,509.02,3.04,5.24,,,
16:20,509.19,2.86,5.14,,,
16:20,509.35,2.9,5.22,,,
16:20,509.52,3.13,5.52,,,
16:20,509.68,2.92,5.51,,,
16:20,509.85,3.12,5.6,,,
16:20,510.01,3.23,5.68,,,
16:20,510.18,3.03,5.53,,,
16:20,510.34,3.25,5.66, EVNT11,control,stimulation start
16:20,510.51,3.15,5.6,,,
16:20,510.67,3.05,5.45,,,
16:20,510.84,3.31,5.69,,,
16:20,511,3.29,5.49,,,
16:20,511.17,3.13,5.27,,,
16:20,511.33,3.25,5.34,,,
16:20,511.5,2.98,5.12,,,
16:20,511.66,2.94,5.07,,,
16:20,511.83,2.99,5.19,,,
16:20,511.99,2.75,5.01,,,
16:20,512.16,2.81,5.1,,,
16:20,512.32,2.96,5.22,,,
16:20,512.49,2.7,5.12,,,
16:20,512.65,2.89,5.27,,,
16:20,512.82,2.95,5.42,,,
16:20,512.98,2.74,5.46,,,
16:20,513.15,2.95,5.66,,,
16:20,513.31,2.97,5.88,,,
16:20,513.48,2.86,5.74,,,
16:20,513.64,3.06,5.96,,,
16:20,513.81,3.03,5.93,,,
16:20,513.97,2.97,5.82,,,
16:20,514.14,3.02,5.93,,,
16:20,514.3,2.96,5.93,,,
16:20,514.47,2.96,5.86,,,
16:20,514.63,3.04,5.99,,,
16:20,514.8,2.98,5.72,,,
16:20,514.96,2.9,5.61,,,
16:20,515.13,2.99,5.68,,,
16:20,515.29,2.81,5.48,,,
16:20,515.46,2.88,5.66,,,
16:20,515.62,2.91,5.81,,,
16:20,515.79,2.78,5.73,,,
16:20,515.95,2.92,5.93,,,
16:20,516.12,2.86,6.08,,,
16:20,516.28,3.3,6.07,,,
16:20,516.45,4.15,6.44,,,
16:20,516.61,4.08,6.3,,,
16:20,516.78,3.56,5.72,,,
16:20,516.94,3.15,5.4,,,
16:20,517.11,2.8,5.25,,,
16:20,517.27,2.65,5.24,,,
16:20,517.44,2.88,5.47,,,
16:20,517.6,2.69,5.45,,,
16:20,517.77,2.65,5.23,,,
16:20,517.93,2.43,5.13,,,
16:20,518.1,1.99,4.97,,,
16:20,518.26,2.41,5.17,,,
16:20,518.43,2.47,5.29,,,
16:20,518.59,2.39,5.16,,,
16:20,518.76,2.51,5.2,,,
16:20,518.92,2.47,5.18,,,
16:20,519.09,2.18,5.1,,,
16:20,519.25,2.46,5.24,,,
16:20,519.42,2.43,5.14,,,
16:20,519.58,2.26,4.96,,,
16:20,519.75,2.39,5.12,,,
16:20,519.91,2.28,4.99,,,
16:20,520.08,2.17,4.85,,,
16:20,520.24,2.36,4.95,,,
16:20,520.41,2.26,4.79,,,
16:20,520.57,2.26,4.78,,,
16:20,520.74,2.29,4.92,,,
16:20,520.9,2.23,4.71,,,
16:20,521.07,2.38,4.63,,,
16:20,521.23,2.42,4.59,,,
16:20,521.4,2.29,4.46,,,
16:20,521.56,2.56,4.69,,,
16:20,521.73,2.36,4.85,,,
16:20,521.89,2.41,4.92,,,
16:20,522.06,2.61,5.13,,,
16:20,522.22,2.48,5.15,,,
16:20,522.39,2.59,5.21,,,
16:20,522.55,2.58,5.28,,,
16:20,522.72,2.46,5.28,,,
16:20,522.88,2.61,5.55,,,
16:20,523.05,2.52,5.56,,,
16:20,523.21,2.52,5.52,,,
16:20,523.38,2.56,5.67,,,
16:20,523.54,2.27,5.39,,,
16:20,523.71,2.52,5.71,,,
16:20,523.87,2.59,5.75,,,
16:20,524.04,2.46,5.28,,,
16:20,524.2,2.56,5.38,,,
16:20,524.37,2.36,5.22,,,
16:20,524.53,2.34,5.25,,,
16:20,524.7,2.48,5.63,,,
16:20,524.86,2.46,5.65,,,
16:20,525.03,2.81,5.93,,,
16:20,525.19,3,6.01,,,
16:20,525.36,2.9,5.94,,,
16:20,525.52,3.29,6.46,,,
16:20,525.69,3.29,6.76,,,
16:20,525.85,3.46,6.99,,,
16:20,526.02,3.79,7.42,,,
16:20,526.18,3.56,7.41,,,
16:20,526.35,3.76,7.62,,,
16:20,526.51,4.04,7.7,,,
16:20,526.68,3.62,6.7,,,
16:20,526.84,3.23,6.03,,,
16:20,527.01,2.94,5.78,,,
16:20,527.17,2.42,5.44,,,
16:20,527.34,2.53,5.43,,,
16:20,527.5,2.38,5.22,,,
16:20,527.67,2.13,4.99,,,
16:20,527.83,2.43,5.12,,,
16:20,528,2.17,4.84,,,
16:20,528.16,2.32,4.78,,,
16:20,528.33,2.52,4.82,,,
16:20,528.49,2.13,4.49,,,
16:20,528.66,2.29,4.78,,,
16:20,528.82,2,4.69,,,
16:20,528.99,1.79,4.32,,,
16:20,529.15,1.87,4.48,,,
16:20,529.32,1.46,4.23,,,
16:20,529.48,1.25,3.86,,,
16:20,529.65,1.35,3.85,,,
16:20,529.81,1.14,3.42,,,
16:20,529.98,1.09,3.45,,,
16:20,530.14,1.29,3.75,,,
16:20,530.31,1.08,3.49,,,
16:20,530.47,1.24,3.6,,,
16:20,530.64,1.32,3.71,,,
16:20,530.8,1.12,3.44,,,
16:20,530.97,1.4,3.72,,,
16:20,531.13,1.36,3.74,,,
16:20,531.3,1.1,3.57,,,
16:20,531.46,1.51,4.05,,,
16:20,531.63,1.57,4.19,,,
16:20,531.79,1.41,4.03,,,
16:20,531.96,1.63,4.25,,,
16:20,532.12,1.42,4.16,,,
16:20,532.29,1.26,3.99,,,
16:20,532.45,1.47,4.14,,,
16:20,532.62,1.39,3.95,,,
16:20,532.78,1.44,4.1,,,
16:20,532.95,1.73,4.39,,,
16:20,533.11,1.6,4.36,,,
16:20,533.28,1.86,4.57,,,
16:20,533.44,1.99,4.75,,,
16:20,533.61,1.69,4.54,,,
16:20,533.77,1.78,4.5,,,
16:20,533.94,1.82,4.56,,,
16:20,534.1,1.58,4.28,,,
16:20,534.27,1.75,4.42,,,
16:20,534.43,1.61,4.46,,,
16:20,534.6,1.39,4.32,,,
16:20,534.76,1.61,4.46,,,
16:20,534.93,1.88,4.52,,,
16:20,535.09,1.33,3.83,,,
16:20,535.26,1.32,3.92,,,
16:20,535.42,1.21,3.87,,,
16:20,535.59,1.39,3.99,,,
16:20,535.75,1.97,4.22,,,
16:20,535.92,1.82,4.14,,,
16:20,536.08,1.46,4.25,,,
16:20,536.25,1.42,4.38,,,
16:20,536.41,1.24,4.43,,,
16:20,536.58,1.5,4.57,,,
16:20,536.74,1.47,4.61,,,
16:20,536.91,1.21,4.44,,,
16:20,537.07,1.42,4.74,,,
16:20,537.24,1.19,4.39,,,
16:20,537.4,0.97,3.79,,,
16:20,537.57,1.22,3.85,,,
16:20,537.73,0.98,3.84,,,
16:20,537.9,1.26,4.14,,,
16:20,538.06,1.28,4.08,,,
16:20,538.23,1.11,3.6,,,
16:20,538.39,1.63,3.77,,,
16:20,538.56,1.62,3.52,,,
16:20,538.72,1.81,3.32,,,
16:20,538.89,2.17,3.66,,,
16:20,539.05,2.1,3.62,,,
16:20,539.22,2.3,3.79,,,
16:20,539.38,2.46,4.07,,,
16:20,539.55,2.22,4.09,,,
16:20,539.71,2.58,4.45,,,
16:20,539.88,2.56,4.6,,,
16:20,540.04,2.37,4.44,,,
16:20,540.21,2.7,4.75,,,
16:20,540.37,2.6,4.82,,,
16:20,540.54,2.38,4.67,,,
16:20,540.7,2.59,4.96,,,
16:20,540.87,2.44,4.96,,,
16:20,541.03,2.13,4.91,,,
16:20,541.2,2.4,5.15,,,
16:20,541.36,2.31,4.95,,,
16:20,541.53,2.27,4.88,,,
16:20,541.69,2.44,5.16,,,
16:20,541.86,2.22,5.08,,,
16:20,542.02,2.2,5.11, EVNT12,control,stimulation stop
16:20,542.19,3.24,5.14,,,
16:20,542.35,3.11,4.9,,,
16:20,542.52,3.08,4.91,,,
16:20,542.68,2.94,4.99,,,
16:20,542.85,2.68,4.6,,,
16:20,543.01,2.86,4.86,,,
16:20,543.18,2.78,4.93,,,
16:20,543.34,2.58,4.69,,,
16:20,543.51,2.7,4.97,,,
16:20,543.67,2.36,4.95,,,
16:20,543.84,2.19,5.04,,,
16:20,544,2.41,5.34,,,
16:20,544.17,2,5.18,,,
16:20,544.33,1.89,5.2,,,
16:20,544.5,2.11,5.56,,,
16:20,544.66,1.78,5.41,,,
16:20,544.83,2.02,5.6,,,
16:20,544.99,2.22,5.77,,,
16:20,545.16,1.94,5.6,,,
16:20,545.32,2.25,5.77,,,
16:20,545.49,2.22,5.78,,,
16:20,545.65,1.95,5.69,,,
16:20,545.82,2.34,6.02,,,
16:20,545.98,2.2,5.94,,,
16:20,546.15,2.08,5.85,,,
16:20,546.31,2.28,6.06,,,
16:20,546.48,2.08,5.79,,,
16:20,546.64,2.29,6,,,
16:20,546.81,2.49,6.2,,,
16:20,546.97,2.76,5.15,,,
16:20,547.14,2.81,4.99,,,
16:20,547.3,2.29,4.77,,,
16:20,547.47,1.84,4.65,,,
16:20,547.63,1.83,4.76,,,
16:20,547.8,1.7,4.51,,,
16:20,547.96,1.84,4.27,,,
16:20,548.13,2.01,4.36,,,
16:20,548.29,1.65,4.2,,,
16:20,548.46,1.75,4.25,,,
16:20,548.62,1.76,4.31,,,
16:20,548.79,1.56,4.11,,,
16:20,548.95,1.81,4.38,,,
16:20,549.12,1.64,4.49,,,
16:21,549.28,1.87,4.73,,,
16:21,549.45,2.7,5,,,
16:21,549.61,2.58,4.92,,,
16:21,549.78,2.44,4.87,,,
16:21,549.94,2.21,4.65,,,
16:21,550.11,1.92,4.8,,,
16:21,550.27,2.07,4.85,,,
16:21,550.44,2.26,5.05,,,
16:21,550.6,2.12,4.93,,,
16:21,550.77,2.25,5.36,,,
16:21,550.93,2.23,5.72,,,
16:21,551.1,2.23,5.88,,,
16:21,551.26,2.41,6.42,,,
16:21,551.43,2.35,6.98,,,
16:21,551.59,2.82,5.89,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
