time,elpsec,O2Hb_1,O2Hb_2,Comment,A kind of odor,Timing
16:18,369.27,1.63,3.51,,,
16:18,369.43,1.78,3.43,,,
16:18,369.6,1.6,3.41,,,
16:18,369.76,1.59,3.37,,,
16:18,369.93,1.73,3.49,,,
16:18,370.09,1.51,3.32,,,
16:18,370.26,1.64,3.17,,,
16:18,370.42,1.64,3.34,,,
16:18,370.59,1.6,3.22,,,
16:18,370.75,1.73,3.12,,,
16:18,370.92,1.7,2.83,,,
16:18,371.08,1.76,2.77,,,
16:18,371.25,1.97,2.78,,,
16:18,371.41,2.13,2.5,,,
16:18,371.58,2.71,2.55,,,
16:18,371.74,3.14,2.59,,,
16:18,371.91,3.32,2.53,,,
16:18,372.07,3.93,2.84,,,
16:18,372.24,4.18,2.99,,,
16:18,372.4,4.4,3.27,,,
16:18,372.57,4.46,3.55,,,
16:18,372.73,3.78,3.87,,,
16:18,372.9,3.68,4.23,,,
16:18,373.06,3.2,3.94,,,
16:18,373.23,2.94,3.65,,,
16:18,373.39,2.85,3.64,,,
16:18,373.56,2.47,3.46,,,
16:18,373.72,1.98,3.52,,,
16:18,373.89,2.15,3.59,,,
16:18,374.05,1.89,3.41,,,
16:18,374.22,1.97,3.52,,,
16:18,374.38,1.94,3.44,,,
16:18,374.55,1.76,3.07,,,
16:18,374.71,1.87,2.82,,,
16:18,374.88,1.61,2.41,,,
16:18,375.04,1.71,2.21,,,
16:18,375.21,1.78,2.14,,,
16:18,375.37,1.64,1.99,,,
16:18,375.54,1.93,2.31,,,
16:18,375.7,1.87,2.04,,,
16:18,375.87,2.14,2.02,,,
16:18,376.03,2.43,2.16,,,
16:18,376.2,2.11,1.96,,,
16:18,376.36,2.48,2.33,,,
16:18,376.53,2.04,2.3,,,
16:18,376.69,1.82,2.72,,,
16:18,376.86,1.85,2.77,,,
16:18,377.02,1.52,2.6,,,
16:18,377.19,1.8,2.26,,,
16:18,377.35,1.92,1.84,,,
16:18,377.52,1.59,2.21,,,
16:18,377.68,1.67,2.93,,,
16:18,377.85,1.57,2.99,,,
16:18,378.01,1.65,3.06,,,
16:18,378.18,2.07,2.33,,,
16:18,378.34,1.68,1.78,,,
16:18,378.51,1.33,2.37,,,
16:18,378.67,1.29,3.4,,,
16:18,378.84,1.24,3.19,,,
16:18,379,2.05,2.38,,,
16:18,379.17,2.16,1.62,,,
16:18,379.33,1.87,1.43,,,
16:18,379.5,1.93,1.93,,,
16:18,379.66,1.63,2.27,,,
16:18,379.83,1.35,2.19,,,
16:18,379.99,1.49,2.56,,,
16:18,380.16,1.41,2.37,,,
16:18,380.32,1.09,2.28,,,
16:18,380.49,1.46,2.69,,,
16:18,380.65,1.39,2.73,,,
16:18,380.82,1.19,2.43,,,
16:18,380.98,1.55,2.87,,,
16:18,381.15,1.93,2.79,,,
16:18,381.31,1.9,2.45,,,
16:18,381.48,2.18,2.73,,,
16:18,381.64,2.19,3.04,,,
16:18,381.81,1.65,2.85,,,
16:18,381.97,1.83,3.13,,,
16:18,382.14,2.06,3.47,,,
16:18,382.3,1.97,3.42,,,
16:18,382.47,2.37,3.9,,,
16:18,382.63,2.76,4.19,,,
16:18,382.8,2.62,3.83,,,
16:18,382.96,2.8,3.8,,,
16:18,383.13,2.81,3.59,,,
16:18,383.29,2.62,3.5,,,
16:18,383.46,2.93,3.85,,,
16:18,383.62,2.93,3.85,,,
16:18,383.79,2.87,3.66,,,
16:18,383.95,3.22,3.99,,,
16:18,384.12,3.29,4.04,,,
16:18,384.28,3.51,4.32,,,
16:18,384.45,3.74,4.84,,,
16:18,384.61,3.58,4.69,,,
16:18,384.78,3.64,4.7,,,
16:18,384.94,3.63,4.76,,,
16:18,385.11,3.32,4.63,,,
16:18,385.27,3.49,4.74,,,
16:18,385.44,3.54,4.78,,,
16:18,385.6,3.34,4.5,,,
16:18,385.77,3.57,4.62,,,
16:18,385.93,3.53,4.61,,,
16:18,386.1,3.36,4.35,,,
16:18,386.26,3.59,4.53,,,
16:18,386.43,3.44,4.37,,,
16:18,386.59,3.47,4.41,,,
16:18,386.76,3.52,4.5,,,
16:18,386.92,3.25,4.19,,,
16:18,387.09,3.44,4.23,,,
16:18,387.25,3.42,4.28,,,
16:18,387.42,3.27,4.24,,,
16:18,387.58,3.03,4.48,,,
16:18,387.75,2.56,4.13,,,
16:18,387.91,2.8,4.06,,,
16:18,388.08,2.99,3.96,,,
16:18,388.24,2.94,3.95,,,
16:18,388.41,3.1,4.3,,,
16:18,388.57,3.05,4.22,,,
16:18,388.74,2.88,4.03,,,
16:18,388.9,3.14,4.17,,,
16:18,389.07,2.94,4.1,,,
16:18,389.23,3.08,4.2,,,
16:18,389.4,3.15,4.2,,,
16:18,389.56,3.1,4,,,
16:18,389.73,3.24,4.21,,,
16:18,389.89,3.16,4.16,,,
16:18,390.06,3.13,4.32,,,
16:18,390.22,3.31,4.56,,,
16:18,390.39,3.22,4.44,,,
16:18,390.55,3.31,4.48,,,
16:18,390.72,3.43,4.59,,,
16:18,390.88,3.29,4.43,,,
16:18,391.05,3.46,4.6,,,
16:18,391.21,3.44,4.6,,,
16:18,391.38,3.31,4.62,,,
16:18,391.54,3.54,4.78,,,
16:18,391.71,3.34,4.64,,,
16:18,391.87,3.39,4.68,,,
16:18,392.04,3.51,4.68,,,
16:18,392.2,3.22,4.51,,,
16:18,392.37,3.44,4.65,,,
16:18,392.53,3.42,4.65,,,
16:18,392.7,3.26,4.51,,,
16:18,392.86,3.45,4.63,,,
16:18,393.03,3.29,4.55,,,
16:18,393.19,3.18,4.41,,,
16:18,393.36,3.2,4.41,,,
16:18,393.52,2.86,4.33,,,
16:18,393.69,3.23,4.46,,,
16:18,393.85,3.24,4.53,,,
16:18,394.02,3.12,4.26,,,
16:18,394.18,3.19,4.37,,,
16:18,394.35,3.06,4.21,,,
16:18,394.51,2.94,4.16,,,
16:18,394.68,3.04,4.26,,,
16:18,394.84,2.75,4.12,,,
16:18,395.01,3,4.4,,,
16:18,395.17,2.96,4.25,,,
16:18,395.34,2.87,3.9,,,
16:18,395.5,2.86,4.1,,,
16:18,395.67,2.63,3.99,,,
16:18,395.83,2.78,4.1,,,
16:18,396,2.82,4.12,,,
16:18,396.16,2.66,3.88,,,
16:18,396.33,2.81,4.01,,,
16:18,396.49,2.6,3.87,,,
16:18,396.66,2.52,3.76,,,
16:18,396.82,2.77,3.96,,,
16:18,396.99,2.59,3.81,,,
16:18,397.15,2.8,4,,,
16:18,397.32,2.83,4.17,,,
16:18,397.48,2.7,3.95,,,
16:18,397.65,3,4.16,,,
16:18,397.81,2.92,4.03,,,
16:18,397.98,2.95,4.21,,,
16:18,398.14,3.09,4.48,,,
16:18,398.31,3,4.25,,,
16:18,398.47,3.14,4.43,,,
16:18,398.64,3.07,4.31,,,
16:18,398.8,3.04,4.35,,,
16:18,398.97,3.15,4.48,,,
16:18,399.13,2.95,4.41,,,
16:18,399.3,3.24,4.67,,,
16:18,399.46,3.26,4.84,,,
16:18,399.63,3.14,4.48,,,
16:18,399.79,3.18,4.59,,,
16:18,399.96,2.95,4.55,,,
16:18,400.12,2.81,4.56,,,
16:18,400.29,3.13,4.75,,,
16:18,400.45,3.14,4.65,,,
16:18,400.62,3.15,4.59,,,
16:18,400.78,3.21,4.71,,,
16:18,400.95,2.97,4.61,,,
16:18,401.11,3.21,4.91,,,
16:18,401.28,3.23,5.04,,,
16:18,401.44,3.11,5.06,,,
16:18,401.61,3.33,5.26,,,
16:18,401.77,3.19,5.17,,,
16:18,401.94,3.28,5.31,,,
16:18,402.1,3.4,5.37,,,
16:18,402.27,3.24,5.22,,,
16:18,402.43,3.36,5.31,,,
16:18,402.6,3.25,5.17,,,
16:18,402.76,3.21,4.99,,,
16:18,402.93,3.32,5.12,,,
16:18,403.09,3.02,4.87,,,
16:18,403.26,3.04,4.9,,,
16:18,403.42,3.09,4.98,,,
16:18,403.59,2.94,4.91,,,
16:18,403.75,2.96,5,,,
16:18,403.92,2.84,4.8,,,
16:18,404.08,2.71,4.58,,,
16:18,404.25,2.83,4.67,,,
16:18,404.41,2.41,4.49,,,
16:18,404.58,2.83,4.8,,,
16:18,404.74,3.17,5.04,,,
16:18,404.91,3.13,4.69,,,
16:18,405.07,3.21,4.86,,,
16:18,405.24,2.77,4.5,,,
16:18,405.4,2.51,4.22,,,
16:18,405.57,2.42,4.33,,,
16:18,405.73,2.13,4.11,,,
16:18,405.9,2.51,4.28,,,
16:18,406.06,2.66,4.4,,,
16:18,406.23,2.55,4.1,,,
16:18,406.39,2.84,4.15,,,
16:18,406.56,2.85,4.1,,,
16:18,406.72,2.86,4.04,,,
16:18,406.89,2.95,4.19,,,
16:18,407.05,2.88,4.13,,,
16:18,407.22,2.97,4.34,,,
16:18,407.38,3.03,4.28,,,
16:18,407.55,3.02,4.15,,,
16:18,407.71,3.2,4.38,,,
16:18,407.88,3,4.29,,,
16:18,408.04,2.99,4.35,,,
16:18,408.21,3.13,4.48,,,
16:18,408.37,2.78,4.22,,,
16:18,408.54,2.97,4.25,,,
16:18,408.7,3.01,4.22,,,
16:18,408.87,2.71,3.96,,,
16:18,409.03,2.96,4.13,,,
16:18,409.2,2.68,3.85,,,
16:18,409.36,2.46,3.77,,,
16:18,409.53,2.79,4.13,,,
16:18,409.69,3.05,4.21,,,
16:18,409.86,3.31,4.36,,,
16:18,410.02,3.59,4.6,,,
16:18,410.19,3.38,4.81,,,
16:18,410.35,3.71,5.38,,,
16:18,410.52,3.76,5.49,,,
16:18,410.68,3.43,5.12,,,
16:18,410.85,3.72,5.24,,,
16:18,411.01,3.77,5.32,,,
16:18,411.18,3.58,5.13,,,
16:18,411.34,3.79,5.25,,,
16:18,411.51,3.62,5.43,,,
16:18,411.67,3.34,5.32,,,
16:18,411.84,3.54,5.65,,,
16:18,412,3.47,5.74,,,
16:18,412.17,3.3,5.71,,,
16:18,412.33,3.64,5.89,,,
16:18,412.5,3.63,5.82,,,
16:18,412.66,3.49,5.65,,,
16:18,412.83,3.88,5.75,,,
16:18,412.99,3.78,5.58,,,
16:18,413.16,3.6,5.56,,,
16:18,413.32,3.91,5.89,,,
16:18,413.49,3.77,5.79,,,
16:18,413.65,4.05,5.52,,,
16:18,413.82,4.96,5.56,,,
16:18,413.98,4.55,4.91,,,
16:18,414.15,3.96,4.66,,,
16:18,414.31,3.94,4.87,,,
16:18,414.48,3.68,4.69,,,
16:18,414.64,3.57,4.64,,,
16:18,414.81,3.53,4.88,,,
16:18,414.97,3.09,4.74,,,
16:18,415.14,3.08,4.77,,,
16:18,415.3,3.25,5.32,,,
16:18,415.47,3.16,5.29,,,
16:18,415.63,3.12,5.36,,,
16:18,415.8,3.24,5.6,,,
16:18,415.96,3.04,5.34,,,
16:18,416.13,3.08,5.35,,,
16:18,416.29,3.15,5.59,,,
16:18,416.46,2.96,5.32,,,
16:18,416.62,3.08,5.42,,,
16:18,416.79,3.11,5.56,,,
16:18,416.95,2.98,5.33,,,
16:18,417.12,3.07,5.59,,,
16:18,417.28,3.03,5.58,,,
16:18,417.45,2.97,5.33,,,
16:18,417.61,3.15,5.55,,,
16:18,417.78,3.19,5.7,,,
16:18,417.94,3.19,5.53,,,
16:18,418.11,3.39,5.52,,,
16:18,418.27,3.08,4.99,,,
16:18,418.44,2.57,4.46,,,
16:18,418.6,2.51,4.71,,,
16:18,418.77,2.34,4.74, EVNT9,Odor of father,stimulation start
16:18,418.93,2.46,4.81,,,
16:18,419.1,2.87,5.06,,,
16:18,419.26,2.61,4.78,,,
16:18,419.43,2.46,4.62,,,
16:18,419.59,2.78,4.73,,,
16:18,419.76,2.26,4.57,,,
16:18,419.92,2.38,4.51,,,
16:18,420.09,2.6,4.79,,,
16:18,420.25,2.33,4.82,,,
16:18,420.42,2.51,5.1,,,
16:18,420.58,2.62,5.31,,,
16:18,420.75,2.48,5.23,,,
16:18,420.91,2.61,5.33,,,
16:18,421.08,2.68,5.4,,,
16:18,421.24,2.51,5.21,,,
16:18,421.41,2.61,5.47,,,
16:18,421.57,2.64,5.51,,,
16:18,421.74,2.4,5.34,,,
16:18,421.9,2.59,5.46,,,
16:18,422.07,2.65,5.55,,,
16:18,422.23,2.44,5.28,,,
16:18,422.4,2.5,5.3,,,
16:18,422.56,2.47,5.25,,,
16:18,422.73,2.3,4.77,,,
16:18,422.89,2.31,4.66,,,
16:18,423.06,2.36,4.71,,,
16:18,423.22,1.96,4.54,,,
16:18,423.39,2.21,4.66,,,
16:18,423.55,2.18,4.67,,,
16:18,423.72,1.91,4.64,,,
16:18,423.88,2.35,4.88,,,
16:18,424.05,2.21,4.93,,,
16:18,424.21,2.21,4.76,,,
16:18,424.38,2.43,5.02,,,
16:18,424.54,2.33,4.73,,,
16:18,424.71,2.32,4.61,,,
16:18,424.87,2.52,4.9,,,
16:18,425.04,2.42,4.84,,,
16:18,425.2,2.88,5.29,,,
16:18,425.37,3.12,5.48,,,
16:18,425.53,2.97,5.45,,,
16:18,425.7,3.2,5.77,,,
16:18,425.86,3.14,5.63,,,
16:18,426.03,2.9,5.23,,,
16:18,426.19,3.12,5.31,,,
16:18,426.36,2.88,5.3,,,
16:18,426.52,2.93,5.32,,,
16:18,426.69,3.12,5.49,,,
16:18,426.85,2.84,5.34,,,
16:18,427.02,2.87,5.39,,,
16:18,427.18,3.01,5.51,,,
16:18,427.35,2.85,5.37,,,
16:18,427.51,3.06,5.58,,,
16:18,427.68,3.16,5.58,,,
16:18,427.84,2.98,5.47,,,
16:18,428.01,3.34,5.71,,,
16:18,428.17,3.21,5.62,,,
16:18,428.34,3.1,5.46,,,
16:18,428.5,3.32,5.55,,,
16:18,428.67,3.04,5.28,,,
16:18,428.83,3.14,5.15,,,
16:18,429,3.26,5.28,,,
16:19,429.16,3.1,5.12,,,
16:19,429.33,3.2,5.31,,,
16:19,429.49,3.17,5.4,,,
16:19,429.66,3.03,5.35,,,
16:19,429.82,3.11,5.46,,,
16:19,429.99,3.07,5.34,,,
16:19,430.15,3.09,5.36,,,
16:19,430.32,3.15,5.55,,,
16:19,430.48,3.08,5.56,,,
16:19,430.65,3.23,5.48,,,
16:19,430.81,3.23,5.37,,,
16:19,430.98,2.92,5.35,,,
16:19,431.14,3.14,5.6,,,
16:19,431.31,3.07,5.5,,,
16:19,431.47,2.93,5.34,,,
16:19,431.64,3.1,5.46,,,
16:19,431.8,2.93,5.24,,,
16:19,431.97,2.94,5.23,,,
16:19,432.13,2.98,5.17,,,
16:19,432.3,2.93,4.96,,,
16:19,432.46,3.02,5.16,,,
16:19,432.63,2.99,5.24,,,
16:19,432.79,2.94,5.28,,,
16:19,432.96,3.06,5.48,,,
16:19,433.12,2.94,5.18,,,
16:19,433.29,3,5.17,,,
16:19,433.45,3.13,5.4,,,
16:19,433.62,2.93,5.47,,,
16:19,433.78,3.2,5.61,,,
16:19,433.95,3.21,5.65,,,
16:19,434.11,3.17,5.65,,,
16:19,434.28,3.44,5.82,,,
16:19,434.44,3.29,5.69,,,
16:19,434.61,3.46,5.69,,,
16:19,434.77,3.67,5.88,,,
16:19,434.94,3.49,5.7,,,
16:19,435.1,3.58,5.93,,,
16:19,435.27,3.65,6.04,,,
16:19,435.43,3.44,5.89,,,
16:19,435.6,3.63,5.98,,,
16:19,435.76,3.69,6.09,,,
16:19,435.93,3.5,5.87,,,
16:19,436.09,3.63,5.97,,,
16:19,436.26,3.52,6.02,,,
16:19,436.42,3.33,5.84,,,
16:19,436.59,3.76,6.15,,,
16:19,436.75,3.83,6.04,,,
16:19,436.92,3.69,5.62,,,
16:19,437.08,3.85,5.5,,,
16:19,437.25,3.51,5.31,,,
16:19,437.41,3.59,5.64,,,
16:19,437.58,3.86,6.12,,,
16:19,437.74,3.65,5.79,,,
16:19,437.91,3.76,5.87,,,
16:19,438.07,3.95,6.11,,,
16:19,438.24,3.72,5.94,,,
16:19,438.4,3.87,5.92,,,
16:19,438.57,3.89,5.84,,,
16:19,438.73,3.53,5.6,,,
16:19,438.9,3.62,5.85,,,
16:19,439.06,3.51,5.78,,,
16:19,439.23,3.26,5.75,,,
16:19,439.39,3.51,5.96,,,
16:19,439.56,3.4,5.75,,,
16:19,439.72,3.25,5.61,,,
16:19,439.89,3.41,5.89,,,
16:19,440.05,3.22,5.8,,,
16:19,440.22,3.23,5.91,,,
16:19,440.38,3.44,6.33,,,
16:19,440.55,3.21,6.22,,,
16:19,440.71,3.34,6.32,,,
16:19,440.88,3.19,6.38,,,
16:19,441.04,3.04,6.18,,,
16:19,441.21,3.32,6.24,,,
16:19,441.37,3.15,6.11,,,
16:19,441.54,3.06,5.99,,,
16:19,441.7,3.15,5.98,,,
16:19,441.87,3.06,5.77,,,
16:19,442.03,3.02,5.73,,,
16:19,442.2,3.14,5.76,,,
16:19,442.36,3.02,5.58,,,
16:19,442.53,3.12,5.86,,,
16:19,442.69,3.1,5.99,,,
16:19,442.86,3.01,5.89,,,
16:19,443.02,3.11,6.17,,,
16:19,443.19,3.04,6.34,,,
16:19,443.35,3.06,6.5,,,
16:19,443.52,3.33,6.87,,,
16:19,443.68,3.07,6.67,,,
16:19,443.85,3.34,6.72,,,
16:19,444.01,3.35,6.82,,,
16:19,444.18,3.16,6.73,,,
16:19,444.34,3.53,6.99,,,
16:19,444.51,3.37,6.96,,,
16:19,444.67,3.4,7.09,,,
16:19,444.84,3.43,7.38,,,
16:19,445,3.15,7.13,,,
16:19,445.17,3.35,7.3,,,
16:19,445.33,3.28,7.16,,,
16:19,445.5,3.15,6.98,,,
16:19,445.66,3.39,7.1,,,
16:19,445.83,3.17,6.99,,,
16:19,445.99,3.18,6.94,,,
16:19,446.16,3.3,7.08,,,
16:19,446.32,3.06,6.6,,,
16:19,446.49,3.33,6.3,,,
16:19,446.65,3.42,5.7,,,
16:19,446.82,3.01,5.38,,,
16:19,446.98,3.07,5.68,,,
16:19,447.15,2.95,5.7,,,
16:19,447.31,2.97,5.64,,,
16:19,447.48,2.87,5.46,,,
16:19,447.64,2.75,5.04,,,
16:19,447.81,2.96,5.22,,,
16:19,447.97,2.93,5.32,,,
16:19,448.14,2.96,5.43,,,
16:19,448.3,3.22,5.74,,,
16:19,448.47,2.95,5.55,,,
16:19,448.63,3.03,5.75,,,
16:19,448.8,3.09,6.14,,,
16:19,448.96,2.97,6.06,,,
16:19,449.13,3.17,6.41,,,
16:19,449.29,3.46,6.63,,,
16:19,449.46,3.99,6.79,,,
16:19,449.62,4.69,7.23,,,
16:19,449.79,4.68,7.24,,,
16:19,449.95,4.87,7.35,,,
16:19,450.12,5.04,7.6,,,
16:19,450.28,4.9,7.53,,,
16:19,450.45,5.24,7.69,,,
16:19,450.61,5.32,7.76, EVNT10,Odor of father,stimulation stop
16:19,450.78,5.74,7.47,,,
16:19,450.94,6.01,7.55,,,
16:19,451.11,5.74,7.45,,,
16:19,451.27,5.48,7.42,,,
16:19,451.44,4.99,6.68,,,
16:19,451.6,4.19,5.99,,,
16:19,451.77,4.28,6.11,,,
16:19,451.93,4.06,6.12,,,
16:19,452.1,3.91,5.99,,,
16:19,452.26,4.02,6.2,,,
16:19,452.43,3.78,6.01,,,
16:19,452.59,3.76,5.94,,,
16:19,452.76,3.86,6.07,,,
16:19,452.92,3.61,5.84,,,
16:19,453.09,3.7,5.82,,,
16:19,453.25,3.77,6.1,,,
16:19,453.42,3.56,5.99,,,
16:19,453.58,3.64,6.06,,,
16:19,453.75,3.72,6.16,,,
16:19,453.91,3.56,6.12,,,
16:19,454.08,3.85,6.24,,,
16:19,454.24,3.79,6.16,,,
16:19,454.41,3.62,5.93,,,
16:19,454.57,3.83,6.26,,,
16:19,454.74,3.7,6.33,,,
16:19,454.9,3.61,6.18,,,
16:19,455.07,3.89,6.43,,,
16:19,455.23,3.8,6.42,,,
16:19,455.4,3.72,6.32,,,
16:19,455.56,4.01,6.43,,,
16:19,455.73,3.85,6.24,,,
16:19,455.89,3.63,6.06,,,
16:19,456.06,3.85,6.19,,,
16:19,456.22,3.65,6.01,,,
16:19,456.39,3.53,5.88,,,
16:19,456.55,3.71,6.02,,,
16:19,456.72,3.52,5.78,,,
16:19,456.88,3.46,5.65,,,
16:19,457.05,3.52,5.8,,,
16:19,457.21,3.3,5.56,,,
16:19,457.38,3.34,5.63,,,
16:19,457.54,3.42,5.8,,,
16:19,457.71,3.19,5.53,,,
16:19,457.87,3.28,5.56,,,
16:19,458.04,3.39,5.71,,,
16:19,458.2,3.1,5.51,,,
16:19,458.37,3.27,5.58,,,
16:19,458.53,3.24,5.57,,,
16:19,458.7,2.96,5.31,,,
16:19,458.86,3.17,5.46,,,
16:19,459.03,3.27,5.65,,,
16:19,459.19,2.97,5.33,,,
16:19,459.36,3.11,5.27,,,
16:19,459.52,3.13,5.4,,,
16:19,459.69,2.99,5.23,,,
16:19,459.85,3.17,5.26,,,
16:19,460.02,2.95,5.21,,,
16:19,460.18,2.93,5.31,,,
16:19,460.35,3.09,5.55,,,
16:19,460.51,2.87,5.37,,,
16:19,460.68,3.13,5.45,,,
16:19,460.84,3.15,5.6,,,
16:19,461.01,2.98,5.44,,,
16:19,461.17,3.32,5.72,,,
16:19,461.34,3.22,5.68,,,
16:19,461.5,3.13,5.69,,,
16:19,461.67,3.28,5.87,,,
16:19,461.83,3.12,5.8,,,
16:19,462,3.37,6.07,,,
16:19,462.16,3.44,6.17,,,
16:19,462.33,3.35,6.03,,,
16:19,462.49,3.58,6.16,,,
16:19,462.66,3.48,6.12,,,
16:19,462.82,3.47,6.11,,,
16:19,462.99,3.62,6.21,,,
16:19,463.15,3.46,6.03,,,
16:19,463.32,3.64,6.18,,,
16:19,463.48,3.59,6.19,,,
16:19,463.65,3.45,6.06,,,
16:19,463.81,3.7,6.16,,,
16:19,463.98,3.57,6.12,,,
16:19,464.14,3.51,6.03,,,
16:19,464.31,3.75,6.15,,,
16:19,464.47,3.58,5.8,,,
16:19,464.64,3.49,5.77,,,
16:19,464.8,3.7,6.01,,,
16:19,464.97,3.57,5.8,,,
16:19,465.13,3.61,5.85,,,
16:19,465.3,3.8,6.04,,,
16:19,465.46,3.57,5.79,,,
16:19,465.63,3.7,6.04,,,
16:19,465.79,3.61,6.12,,,
16:19,465.96,3.34,5.62,,,
16:19,466.12,3.52,5.86,,,
16:19,466.29,3.46,5.85,,,
16:19,466.45,3.45,5.8,,,
16:19,466.62,3.63,5.95,,,
16:19,466.78,3.43,5.9,,,
16:19,466.95,3.5,6.08,,,
16:19,467.11,3.67,6.17,,,
16:19,467.28,3.41,5.88,,,
16:19,467.44,3.49,5.96,,,
16:19,467.61,3.47,5.94,,,
16:19,467.77,3.2,5.71,,,
16:19,467.94,3.42,5.91,,,
16:19,468.1,3.41,5.91,,,
16:19,468.27,3.21,5.81,,,
16:19,468.43,3.43,6.02,,,
16:19,468.6,3.31,6.01,,,
16:19,468.76,3.32,5.89,,,
16:19,468.93,3.46,6.11,,,
16:19,469.09,3.34,6.01,,,
16:19,469.26,3.39,6.1,,,
16:19,469.42,3.68,6.25,,,
16:19,469.59,3.4,5.93,,,
16:19,469.75,3.28,5.77,,,
16:19,469.92,3.39,5.89,,,
16:19,470.08,3.25,5.86,,,
16:19,470.25,3.35,5.98,,,
16:19,470.41,3.21,5.72,,,
16:19,470.58,2.76,5.25,,,
16:19,470.74,2.92,5.28,,,
16:19,470.91,2.73,5.25,,,
16:19,471.07,2.74,5.15,,,
16:19,471.24,2.96,5.27,,,
16:19,471.4,2.76,5.17,,,
16:19,471.57,2.73,5.06,,,
16:19,471.73,2.76,5.22,,,
16:19,471.9,2.53,5.03,,,
16:19,472.06,2.66,5.07,,,
16:19,472.23,2.7,5.11,,,
16:19,472.39,2.49,4.92,,,
16:19,472.56,2.63,5.07,,,
16:19,472.72,2.67,5.21,,,
16:19,472.89,2.46,5.05,,,
16:19,473.05,2.67,5.25,,,
16:19,473.22,2.67,5.31,,,
16:19,473.38,2.43,5.08,,,
16:19,473.55,2.68,5.18,,,
16:19,473.71,2.7,5.18,,,
16:19,473.88,2.51,4.57,,,
16:19,474.04,2.73,4.55,,,
16:19,474.21,2.67,4.55,,,
16:19,474.37,2.56,4.4,,,
16:19,474.54,2.85,4.69,,,
16:19,474.7,2.7,4.79,,,
16:19,474.87,2.7,4.85,,,
16:19,475.03,2.9,5.12,,,
16:19,475.2,2.72,5.1,,,
16:19,475.36,2.87,5.16,,,
16:19,475.53,2.89,5.24,,,
16:19,475.69,2.84,5.1,,,
16:19,475.86,3.04,5.2,,,
16:19,476.02,2.9,4.95,,,
16:19,476.19,2.45,4.38,,,
16:19,476.35,2.55,4.48,,,
16:19,476.52,2.55,4.43,,,
16:19,476.68,2.53,4.26,,,
16:19,476.85,2.77,4.4,,,
16:19,477.01,2.69,4.34,,,
16:19,477.18,2.8,4.66,,,
16:19,477.34,2.86,4.59,,,
16:19,477.51,2.62,4.35,,,
16:19,477.67,2.78,4.44,,,
16:19,477.84,2.79,4.48,,,
16:19,478,2.67,4.33,,,
16:19,478.17,2.91,4.54,,,
16:19,478.33,2.86,4.52,,,
16:19,478.5,2.83,4.5,,,
16:19,478.66,3.03,4.78,,,
16:19,478.83,2.82,4.63,,,
16:19,478.99,2.95,4.68,,,
16:19,479.16,3.07,4.81,,,
16:19,479.32,2.92,4.67,,,
16:19,479.49,3.2,4.89,,,
16:19,479.65,3.21,4.89,,,
16:19,479.82,3.06,4.85,,,
16:19,479.98,3.26,5.15,,,
16:19,480.15,3.15,5,,,
16:19,480.31,3.11,4.94,,,
16:19,480.48,3.38,5.15,,,
16:19,480.64,3.24,5.06,,,
16:19,480.81,3.37,5.1,,,
16:19,480.97,3.51,5.21,,,
16:19,481.14,3.27,5.09,,,
16:19,481.3,3.42,5.22,,,
16:19,481.47,3.44,5.27,,,
16:19,481.63,3.25,5.11,,,
16:19,481.8,3.56,5.35,,,
16:19,481.96,3.39,5.28,,,
16:19,482.13,3.31,5.2,,,
16:19,482.29,3.59,5.42,,,
16:19,482.46,3.38,5.36,,,
16:19,482.62,3.44,5.34,,,
16:19,482.79,3.58,5.55,,,
16:19,482.95,3.39,5.4,,,
16:19,483.12,3.59,5.53,,,
16:19,483.28,3.59,5.56,,,
16:19,483.45,3.42,5.44,,,
16:19,483.61,3.69,5.65,,,
16:19,483.78,3.5,5.62,,,
16:19,483.94,3.5,5.58,,,
16:19,484.11,3.76,5.8,,,
16:19,484.27,3.45,5.71,,,
16:19,484.44,3.66,5.75,,,
16:19,484.6,3.69,5.8,,,
16:19,484.77,3.44,5.63,,,
16:19,484.93,3.6,5.87,,,
16:19,485.1,3.58,5.82,,,
16:19,485.26,3.4,5.73,,,
16:19,485.43,3.65,5.93,,,
16:19,485.59,3.56,5.92,,,
16:19,485.76,3.53,5.91,,,
16:19,485.92,3.68,6.04,,,
16:19,486.09,3.43,5.86,,,
16:19,486.25,3.54,5.93,,,
16:19,486.42,3.57,6.01,,,
16:19,486.58,3.28,5.82,,,
16:19,486.75,3.48,5.85,,,
16:19,486.91,3.49,5.84,,,
16:19,487.08,3.24,5.7,,,
16:19,487.24,3.42,5.81,,,
16:19,487.41,3.33,5.78,,,
16:19,487.57,3.2,5.59,,,
16:19,487.74,3.29,5.73,,,
16:19,487.9,3.24,5.6,,,
16:19,488.07,3.05,5.42,,,
16:19,488.23,3.23,5.56,,,
16:19,488.4,3.13,5.5,,,
16:19,488.56,3.01,5.35,,,
16:19,488.73,3.19,5.52,,,
16:19,488.89,2.99,5.33,,,
16:19,489.06,3.01,5.27,,,
16:20,489.22,3.16,5.38,,,
16:20,489.39,2.96,5.2,,,
16:20,489.55,3.05,5.27,,,
16:20,489.72,3.06,5.25,,,
16:20,489.88,2.84,5.05,,,
16:20,490.05,2.96,5.14,,,
16:20,490.21,2.91,5.08,,,
